minuteIndex,sourceStartMs,sourceEndMs,durationMs,commentCount,commentRatePerMinute,relativeToStreamBaseline,velocityRank,isFullMinute
126,7560000,7620000,60000,468,468,0.8651742301458671,110,true
127,7620000,7680000,60000,495,495,0.9150881280388979,103,true
128,7680000,7740000,60000,582,582,1.0759217990275527,62,true
129,7740000,7800000,60000,525,525,0.9705480145867099,89,true
130,7800000,7860000,60000,282,282,0.5213229335494327,142,true
131,7860000,7920000,60000,586,586,1.083316450567261,58,true
132,7920000,7980000,60000,430,430,0.7949250405186387,122,true
133,7980000,8040000,60000,289,289,0.5342635737439222,141,true
134,8040000,8100000,60000,247,247,0.45661973257698546,144,true
135,8100000,8160000,60000,223,223,0.41225182333873583,146,true
136,8160000,8220000,60000,365,365,0.6747619529983793,132,true
137,8220000,8280000,60000,421,421,0.778287074554295,125,true
138,8280000,8340000,60000,450,450,0.83189829821718,115,true
139,8340000,8400000,60000,433,433,0.8004710291734198,120,true
140,8400000,8460000,60000,358,358,0.6618213128038898,135,true
141,8460000,8520000,60000,249,249,0.46031705834683956,143,true
142,8520000,8580000,60000,365,365,0.6747619529983793,133,true
143,8580000,8640000,60000,339,339,0.6266967179902756,138,true
144,8640000,8700000,60000,376,376,0.6950972447325771,130,true
145,8700000,8760000,60000,572,572,1.057435170178282,67,true
146,8760000,8814021,54021,653,725.2735047481535,1.340786209648886,,false
